Order ID,Order Date,Region,Category,Product,Quantity,Unit Price,Revenue,Profit,Customer Segment
10560,2025-05-05,Dammam,Home & Kitchen,Blender,5,193.73,968.65,295.72,Wholesale
10635,2025-05-18,  MAKKAH  ,Home & Kitchen,Vacuum Cleaner,6,581.45,"$3,488.70",1029.42,Wholesale
12395,2026-03-05,Makkah,Home & Kitchen,Coffee Maker,6,284.07,1704.42,635.87,Online
10355,2025-04-03,Madinah,Beauty,Makeup Kit,2,207.84,415.68,SAR 170.80,Online
10033,2025-02-05,Riyadh,Electronics,Wireless Earbuds,4,161.23,644.92,202.44,Retail
12914,2026-05-30,,Beauty,Face Serum,5,135.82,$679.10,193.35,Wholesale
13023,2026-06-20,Makkah,Sports,Dumbbell Set,5,244.08,"$1,220.40",435.67,Wholesale
12654,2026-04-17,  MADINAH  ,Sports,Yoga Mat,6,93.27,559.62,206.84,Retail
10381,2025-04-07,  MADINAH  ,Sports,Resistance Bands,4,53.28,213.12,80.91,Retail
10019,2025-02-03,Madinah,Electronics,Wireless Earbuds,6,167.06,1002.36,323.11,Online
10330,2025-03-31,Makkah,Home & Kitchen,Air Fryer,5,400.84,2004.2,583.46,Retail
11142,2025-08-09,Riyadh,sports,Cycling Helmet,4,183.7,734.8,298.79,Retail
12139,2026-01-23,Jeddah,clothing,Leather Belt,3,90.5,271.5,SAR 90.57,Wholesale
11614,2025-10-31,Jeddah,Home & Kitchen,Air Fryer,1,341.9,341.9,153.22,Wholesale
13166,2026-07-17,Madinah,Clothing,Running Shoes,,331.41,1657.05,644.66,Retail
11642,2025-11-04,Dammam,Home & Kitchen,Air Fryer,1,370.69,370.69,120.68,
12725,2026-05-01,  JEDDAH  ,Home & Kitchen,Non-stick Pan Set,4,206.26,825.04,365.08,Retail
11027,2025-07-21,Makkah,Electronics,Bluetooth Speaker,4,188.02,752.08,222.5,Online
11814,2025-12-01,Makkah,Electronics,Wireless Earbuds,6,165.03,$990.18,343.76,Retail
10939,2025-07-05,Dammam,Electronics,Bluetooth Speaker,3,187.95,563.85,247.08,Retail
10785,2025-06-12,Madinah,home & kitchen,Blender,4,217.12,868.48,SAR 327.24,
10909,2025-07-01,Madinah,Beauty,Skincare Set,2,262.52,525.04,SAR 198.41,Wholesale
13025,2026-06-21,Riyadh,Sports,Sports Bottle,1,36.43,36.43,12.3,Retail
13233,2026-07-27,Madinah,Home & Kitchen,Vacuum Cleaner,1,667.22,667.22,218.9,Retail
10126,2025-02-24,Madinah,Beauty,Makeup Kit,2,251.68,503.36,189.21,Wholesale
10156,2025-02-28,Riyadh,Sports,Sports Bottle,,42.66,$127.98,52.58,
10287,2025-03-23,  DAMMAM  ,Beauty,Makeup Kit,1,219.03,219.03,77.33,Retail
11952,2025-12-21,Jeddah,Clothing,Leather Belt,3,110.36,$331.08,134.5,Retail
12416,2026-03-08,Madinah,Home & Kitchen,Non-stick Pan Set,3,206.35,$619.05,254.45,Retail
10303,2025-03-27,Dammam,Home & Kitchen,Coffee Maker,6,300.27,1801.62,713.63,Wholesale
10709,2025-05-31,Jeddah,home & kitchen,Non-stick Pan Set,,235.67,707.01,316.99,Wholesale
10354,2025-04-03,  RIYADH  ,Sports,Dumbbell Set,6,233.18,1399.08,567.56,
12201,2026-02-02,Jeddah,Sports,Dumbbell Set,2,230.0,460.0,176.4,Retail
11646,2025-11-05,  DAMMAM  ,Clothing,Leather Belt,6,106.82,640.92,245.71,Retail
11444,2025-10-04,Makkah,Sports,Resistance Bands,3,67.15,201.45,SAR 72.82,Online
10183,2025-03-05,Makkah,Sports,Cycling Helmet,3,201.67,605.01,209.99,Retail
11482,2025-10-10,Madinah,Clothing,Denim Jacket,6,251.85,1511.1,654.66,Online
10760,2025-06-09,Madinah,Sports,Yoga Mat,3,90.81,272.43,108.75,Wholesale
12456,2026-03-14,Makkah,Home & Kitchen,Vacuum Cleaner,4,539.32,2157.28,928.74,Online
11787,2025-11-27,Riyadh,Beauty,Perfume,4,337.05,1348.2,408.55,Wholesale
10820,2025-06-18,  JEDDAH  ,electronics,Power Bank,5,101.47,$507.35,SAR 175.48,Online
11847,2025-12-06,Madinah,Electronics,Smart Watch,5,398.33,"$1,991.65",634.21,Online
10342,2025-04-02,  JEDDAH  ,Beauty,Skincare Set,4,236.14,944.56,369.75,Online
10992,2025-07-16,Dammam,Clothing,Leather Belt,6,90.76,544.56,179.38,
12248,2026-02-08,Riyadh,Electronics,Laptop Stand,1,76.89,76.89,SAR 22.22,Retail
11408,2025-09-28,Madinah,beauty,Face Serum,2,,253.06,79.84,Retail
10968,2025-07-10,Jeddah,Home & Kitchen,Air Fryer,2,,647.86,275.1,Wholesale
11561,2025-10-24,Makkah,Clothing,Wool Scarf,3,72.37,$217.11,85.06,Online
13128,2026-07-11,Dammam,Beauty,Skincare Set,5,283.12,1415.6,468.56,Retail
10137,2025-02-25,  MAKKAH  ,home & kitchen,Vacuum Cleaner,3,661.98,"$1,985.94",798.18,Wholesale
10345,2025-04-02,Jeddah,Beauty,Face Serum,5,129.41,647.05,245.36,Online
10501,2025-04-25,Makkah,Sports,Yoga Mat,3,86.81,260.43,111.15,Retail
12621,2026-04-11,  MADINAH  ,Sports,Cycling Helmet,3,218.07,$654.21,197.85,Retail
10598,2025-05-12,Dammam,Home & Kitchen,Air Fryer,5,333.53,1667.65,568.06,Wholesale
10572,2025-05-07,Makkah,home & kitchen,Coffee Maker,2,317.23,634.46,SAR 186.47,Wholesale
12873,2026-05-25,Madinah,clothing,Denim Jacket,,255.03,$765.09,344.28,Online
10266,2025-03-20,Jeddah,clothing,Wool Scarf,1,78.23,78.23,SAR 27.59,Wholesale
13188,2026-07-20,  RIYADH  ,Beauty,Hair Dryer,6,148.79,$892.74,254.53,Wholesale
13037,2026-06-23,Makkah,Sports,Sports Bottle,4,,152.36,54.45,Wholesale
10252,2025-03-18,Jeddah,Beauty,Perfume,3,394.75,1184.25,428.37,
12243,2026-02-08,Jeddah,Clothing,Leather Belt,6,,645.6,199.1,Online
13218,2026-07-25,Madinah,Beauty,Skincare Set,5,275.86,1379.3,SAR 465.32,
10053,2025-02-09,  RIYADH  ,Clothing,Leather Belt,1,109.76,109.76,38.52,Retail
10932,2025-07-04,Dammam,Clothing,Running Shoes,5,269.89,1349.45,605.31,Retail
12314,2026-02-19,Dammam,Sports,Cycling Helmet,2,194.67,389.34,115.25,Retail
11065,2025-07-28,Jeddah,Home & Kitchen,Non-stick Pan Set,4,235.0,940.0,336.32,Online
11717,2025-11-16,Riyadh,Clothing,Wool Scarf,1,87.01,87.01,30.81,Online
13034,2026-06-22,Dammam,Clothing,Denim Jacket,1,,233.11,98.62,Online
11137,2025-08-08,Riyadh,Home & Kitchen,Air Fryer,3,373.54,1120.62,374.61,Wholesale
11974,2025-12-25,Jeddah,Electronics,Smart Watch,2,389.74,779.48,310.3,Online
11921,2025-12-16,Makkah,Home & Kitchen,Non-stick Pan Set,1,243.92,243.92,86.07,Retail
12498,2026-03-21,  MADINAH  ,Electronics,Smart Watch,1,382.02,382.02,126.43,Retail
12786,2026-05-11,Dammam,Beauty,Skincare Set,1,284.08,284.08,SAR 87.28,Online
12123,2026-01-19,Jeddah,Beauty,Hair Dryer,3,179.57,$538.71,205.61,Retail
11355,2025-09-19,Jeddah,Beauty,Perfume,4,358.19,1432.76,465.74,Retail
13236,2026-07-28,Makkah,Electronics,Smart Watch,6,393.88,2363.28,773.96,Wholesale
10223,2025-03-11,Dammam,Clothing,Leather Belt,1,105.09,105.09,39.73,Wholesale
11294,2025-09-07,Makkah,Home & Kitchen,Non-stick Pan Set,3,221.73,665.19,296.54,Wholesale
10746,2025-06-05,Makkah,Beauty,Makeup Kit,,239.03,$239.03,75.14,Online
10896,2025-06-29,Riyadh,Sports,Cycling Helmet,,195.29,$781.16,338.55,Wholesale
10974,2025-07-11,,Clothing,Cotton T-Shirt,4,61.73,246.92,108.83,Wholesale
12718,2026-04-30,Jeddah,Sports,Cycling Helmet,1,201.14,$201.14,65.84,Retail
10204,2025-03-08,Dammam,Sports,Sports Bottle,5,39.04,195.2,66.6,Wholesale
12031,2026-01-03,Dammam,Beauty,Makeup Kit,6,205.05,1230.3,399.61,Retail
12312,2026-02-18,Madinah,Sports,Cycling Helmet,2,202.45,$404.90,175.94,Wholesale
11332,2025-09-13,  RIYADH  ,Beauty,Makeup Kit,4,199.97,799.88,359.31,Wholesale
11864,2025-12-08,Riyadh,Home & Kitchen,Blender,5,196.55,982.75,385.19,Online
10264,2025-03-19,Makkah,Electronics,Bluetooth Speaker,,196.38,1178.28,517.22,
10967,2025-07-10,Riyadh,Sports,Resistance Bands,5,60.59,$302.95,SAR 112.42,Online
10905,2025-06-30,Dammam,Beauty,Perfume,4,352.07,1408.28,583.16,Retail
12953,2026-06-07,Riyadh,Home & Kitchen,Vacuum Cleaner,2,679.1,1358.2,509.6,Wholesale
13224,2026-07-26,Riyadh,sports,Dumbbell Set,,285.48,1427.4,SAR 523.02,Online
12976,2026-06-12,  MADINAH  ,Beauty,Makeup Kit,4,218.27,873.08,284.81,Online
10138,2025-02-26,Madinah,Sports,Sports Bottle,2,39.45,78.9,29.01,Wholesale
12783,2026-05-10,Riyadh,Beauty,Perfume,6,319.8,"$1,918.80",695.21,Online
12010,2025-12-31,Madinah,Electronics,Smart Watch,2,,742.22,272.28,Online
12591,2026-04-05,Jeddah,Sports,Sports Bottle,6,39.11,234.66,SAR 99.87,Online
10191,2025-03-07,Dammam,Sports,Dumbbell Set,4,276.71,1106.84,314.7,Online
11406,2025-09-28,Jeddah,Electronics,Laptop Stand,4,67.92,271.68,90.95,Wholesale
12255,2026-02-09,Makkah,Beauty,Perfume,4,329.37,"$1,317.48",SAR 589.89,Retail
10283,2025-03-23,Jeddah,Clothing,Wool Scarf,5,80.32,401.6,120.7,Wholesale
11877,2025-12-10,Jeddah,Beauty,Perfume,,343.47,1030.41,305.51,Retail
11956,2025-12-21,Jeddah,Sports,Sports Bottle,2,39.82,79.64,30.69,Online
11685,2025-11-12,Riyadh,sports,Sports Bottle,4,35.64,$142.56,SAR 61.20,Wholesale
10612,2025-05-15,Jeddah,Home & Kitchen,Non-stick Pan Set,3,261.66,$784.98,292.81,Retail
10235,2025-03-13,  RIYADH  ,Beauty,Skincare Set,,248.37,745.11,209.32,Wholesale
12706,2026-04-27,Riyadh,Beauty,Hair Dryer,6,156.73,940.38,304.46,Online
12088,2026-01-13,Madinah,Beauty,Perfume,5,352.16,1760.8,507.04,Retail
10063,2025-02-12,  MAKKAH  ,Home & Kitchen,Blender,4,209.26,837.04,303.89,Wholesale
12027,2026-01-03,Madinah,Clothing,Denim Jacket,2,256.14,512.28,160.38,Retail
11186,2025-08-17,Makkah,Beauty,Perfume,5,383.43,1917.15,744.81,Retail
12602,2026-04-08,,electronics,Smart Watch,2,403.74,807.48,241.0,Online
12288,2026-02-14,Jeddah,Beauty,Face Serum,3,121.99,365.97,SAR 143.53,Online
11296,2025-09-07,Madinah,Sports,Yoga Mat,3,100.72,302.16,SAR 130.92,Retail
11015,2025-07-20,Jeddah,Sports,Cycling Helmet,2,,435.94,139.32,
12793,2026-05-12,Riyadh,Clothing,Leather Belt,5,107.73,538.65,191.55,Wholesale
11443,2025-10-04,Dammam,Clothing,Leather Belt,4,106.59,426.36,178.59,Wholesale
11585,2025-10-27,Dammam,Home & Kitchen,Non-stick Pan Set,6,219.93,"$1,319.58",391.87,Wholesale
12622,2026-04-11,Jeddah,electronics,Wireless Earbuds,5,159.87,799.35,328.48,Online
12056,2026-01-08,,Clothing,Leather Belt,1,91.29,$91.29,29.72,Online
12632,2026-04-13,Madinah,Home & Kitchen,Vacuum Cleaner,1,598.79,$598.79,250.5,Online
10830,2025-06-19,  MAKKAH  ,Home & Kitchen,Coffee Maker,4,285.38,1141.52,487.0,Retail
12849,2026-05-22,Riyadh,Electronics,Wireless Earbuds,2,161.42,322.84,SAR 90.69,Wholesale
11955,2025-12-21,Jeddah,Sports,Cycling Helmet,3,205.14,615.42,237.39,Wholesale
12069,2026-01-09,Dammam,Clothing,Denim Jacket,5,,"$1,360.40",SAR 485.61,Wholesale
12121,2026-01-19,Makkah,Clothing,Leather Belt,6,104.27,625.62,276.72,Wholesale
11574,2025-10-26,Madinah,Clothing,Leather Belt,4,94.45,377.8,156.54,Retail
11417,2025-09-30,Madinah,Clothing,Cotton T-Shirt,5,61.55,307.75,108.53,Wholesale
12637,2026-04-14,Dammam,Sports,Resistance Bands,2,62.51,125.02,42.79,Retail
11862,2025-12-08,  RIYADH  ,Electronics,Smart Watch,5,373.81,1869.05,756.35,Retail
10997,2025-07-17,Madinah,Home & Kitchen,Air Fryer,2,391.92,783.84,291.71,Retail
12145,2026-01-23,Jeddah,Beauty,Skincare Set,3,255.45,$766.35,SAR 216.14,Wholesale
10644,2025-05-20,Madinah,Electronics,Wireless Earbuds,3,168.67,506.01,218.57,Online
12684,2026-04-23,Jeddah,Clothing,Running Shoes,6,296.29,1777.74,508.6,Online
11708,2025-11-15,Madinah,Beauty,Hair Dryer,2,165.77,331.54,122.49,Wholesale
10458,2025-04-19,  MADINAH  ,Electronics,Power Bank,4,91.46,365.84,161.18,
10150,2025-02-27,Jeddah,Clothing,Cotton T-Shirt,5,65.94,329.7,113.63,Retail
10297,2025-03-25,Madinah,Beauty,Hair Dryer,6,152.73,916.38,SAR 323.17,Online
10580,2025-05-10,Jeddah,Home & Kitchen,Vacuum Cleaner,2,592.7,1185.4,450.86,Retail
13235,2026-07-28,  RIYADH  ,Home & Kitchen,Vacuum Cleaner,4,569.89,"$2,279.56",SAR 732.24,Retail
11394,2025-09-26,Dammam,Clothing,Leather Belt,5,90.7,453.5,177.61,Online
11779,2025-11-26,Madinah,Sports,Sports Bottle,3,38.25,114.75,45.42,Retail
12249,2026-02-08,Dammam,Beauty,Perfume,6,363.67,2182.02,922.75,
10015,2025-02-02,Dammam,Clothing,Denim Jacket,6,259.05,"$1,554.30",630.01,Online
11498,2025-10-12,Riyadh,Beauty,Makeup Kit,6,231.83,1390.98,SAR 495.68,Wholesale
12687,2026-04-24,Madinah,home & kitchen,Blender,3,207.84,623.52,179.56,Wholesale
13019,2026-06-20,Makkah,Clothing,Leather Belt,,100.82,604.92,234.64,Retail
13240,2026-07-28,Makkah,Beauty,Hair Dryer,5,162.47,812.35,339.88,Wholesale
12894,2026-05-27,Makkah,Electronics,Power Bank,4,84.41,337.64,120.49,Online
12280,2026-02-13,Makkah,Home & Kitchen,Vacuum Cleaner,1,551.52,551.52,180.28,Online
10037,2025-02-06,Riyadh,Clothing,Wool Scarf,1,90.56,$90.56,SAR 36.67,Wholesale
10016,2025-02-02,Makkah,Sports,Sports Bottle,3,37.24,$111.72,31.33,
10957,2025-07-08,Riyadh,Electronics,Power Bank,5,97.88,$489.40,201.88,Retail
11845,2025-12-06,  MADINAH  ,Clothing,Denim Jacket,2,253.7,507.4,228.31,Retail
12321,2026-02-20,  MAKKAH  ,Sports,Resistance Bands,2,56.86,$113.72,SAR 49.78,Retail
11033,2025-07-22,Riyadh,Home & Kitchen,Blender,5,210.89,1054.45,SAR 460.73,Retail
10660,2025-05-23,Riyadh,Sports,Yoga Mat,5,92.98,464.9,148.41,Retail
10032,2025-02-05,Jeddah,Electronics,Wireless Earbuds,6,150.16,$900.96,340.56,Wholesale
10064,2025-02-12,Madinah,Clothing,Running Shoes,1,322.08,322.08,144.84,Online
12524,2026-03-25,Jeddah,Sports,Dumbbell Set,4,268.81,"$1,075.24",449.55,Online
11066,2025-07-29,Riyadh,Electronics,Power Bank,1,88.64,88.64,35.15,Wholesale
12053,2026-01-07,Jeddah,Beauty,Makeup Kit,1,226.73,226.73,78.52,Retail
10619,2025-05-16,Dammam,Home & Kitchen,Coffee Maker,1,299.27,299.27,119.66,Online
13125,2026-07-10,Madinah,Beauty,Hair Dryer,2,154.87,$309.74,129.89,Online
12714,2026-04-28,Makkah,Electronics,Wireless Earbuds,2,170.19,340.38,SAR 146.31,Wholesale
11742,2025-11-20,Dammam,Clothing,Wool Scarf,4,85.83,343.32,100.53,Retail
11454,2025-10-05,Jeddah,Sports,Yoga Mat,3,86.76,260.28,104.14,Retail
10822,2025-06-18,Dammam,Beauty,Skincare Set,2,246.49,492.98,210.23,Online
10124,2025-02-24,Dammam,Sports,Resistance Bands,1,54.45,54.45,15.6,Online
11885,2025-12-11,Jeddah,Clothing,Denim Jacket,3,243.24,729.72,305.47,Retail
13009,2026-06-18,Makkah,Home & Kitchen,Vacuum Cleaner,3,655.81,1967.43,725.31,Wholesale
10805,2025-06-15,Dammam,Home & Kitchen,Vacuum Cleaner,6,542.72,3256.32,1296.6,Wholesale
12717,2026-04-29,Riyadh,Home & Kitchen,Vacuum Cleaner,2,610.88,1221.76,433.99,Wholesale
12829,2026-05-18,Madinah,Electronics,Power Bank,3,102.1,306.3,SAR 123.31,
10761,2025-06-09,Riyadh,Clothing,Cotton T-Shirt,2,62.44,$124.88,SAR 49.31,Retail
12253,2026-02-09,Makkah,Sports,Cycling Helmet,,192.54,$577.62,SAR 190.91,Wholesale
12216,2026-02-04,Madinah,Beauty,Skincare Set,2,283.84,567.68,SAR 163.13,Wholesale
11621,2025-11-01,Makkah,Home & Kitchen,Coffee Maker,4,253.68,1014.72,364.6,Online
10024,2025-02-04,Riyadh,clothing,Leather Belt,1,91.22,91.22,33.51,Retail
10970,2025-07-11,  DAMMAM  ,home & kitchen,Vacuum Cleaner,4,545.59,2182.36,SAR 707.37,Online
12769,2026-05-07,Dammam,Sports,Sports Bottle,4,40.43,$161.72,52.97,Online
11991,2025-12-28,Dammam,Home & Kitchen,Non-stick Pan Set,6,256.74,1540.44,644.98,Wholesale
10615,2025-05-16,Dammam,clothing,Denim Jacket,5,257.87,1289.35,440.61,Online
11665,2025-11-08,Jeddah,Home & Kitchen,Non-stick Pan Set,3,209.8,629.4,251.69,Wholesale
11783,2025-11-27,Riyadh,Clothing,Running Shoes,2,276.27,$552.54,196.78,Online
11749,2025-11-22,Dammam,Beauty,Hair Dryer,2,168.16,$336.32,SAR 142.94,
10795,2025-06-14,Makkah,Electronics,Wireless Earbuds,3,147.06,$441.18,137.24,Wholesale
12548,2026-03-29,Riyadh,Electronics,Bluetooth Speaker,5,182.63,$913.15,391.8,Online
12418,2026-03-08,Madinah,Sports,Sports Bottle,1,39.99,$39.99,SAR 11.52,Online
10346,2025-04-02,  JEDDAH  ,Beauty,Hair Dryer,3,151.18,453.54,154.23,Wholesale
13262,2026-07-31,Dammam,clothing,Leather Belt,6,110.72,664.32,189.47,Retail
12398,2026-03-05,Riyadh,sports,Yoga Mat,2,82.5,165.0,SAR 61.66,Retail
11644,2025-11-04,Makkah,Sports,Sports Bottle,1,41.74,41.74,14.2,Retail
10474,2025-04-21,Dammam,Home & Kitchen,Non-stick Pan Set,3,219.47,658.41,190.67,Retail
12727,2026-05-01,Makkah,Sports,Dumbbell Set,1,252.07,252.07,101.6,Retail
12930,2026-06-02,Makkah,beauty,Perfume,2,383.43,$766.86,264.75,Retail
12424,2026-03-09,  JEDDAH  ,Home & Kitchen,Air Fryer,3,341.1,1023.3,366.14,Online
11565,2025-10-24,Makkah,Home & Kitchen,Blender,6,187.86,1127.16,SAR 480.06,Wholesale
10562,2025-05-05,Riyadh,Beauty,Skincare Set,3,259.85,779.55,235.39,Retail
10165,2025-03-02,Dammam,Sports,Dumbbell Set,6,228.04,1368.24,424.08,Online
10280,2025-03-22,Makkah,Clothing,Running Shoes,5,311.08,"$1,555.40",615.55,Wholesale
11474,2025-10-09,  MADINAH  ,Home & Kitchen,Coffee Maker,2,274.55,549.1,202.36,
12005,2025-12-30,Madinah,Home & Kitchen,Air Fryer,3,390.06,"$1,170.18",341.88,Online
12193,2026-02-01,  RIYADH  ,Sports,Sports Bottle,1,41.67,41.67,12.39,Wholesale
10071,2025-02-13,Madinah,Home & Kitchen,Air Fryer,2,372.8,745.6,307.05,Retail
12945,2026-06-06,Riyadh,Electronics,Laptop Stand,2,65.0,130.0,41.84,Retail
12752,2026-05-05,Riyadh,Clothing,Cotton T-Shirt,,64.95,389.7,133.78,Retail
12179,2026-01-30,Madinah,Electronics,Wireless Earbuds,2,164.13,328.26,141.74,Retail
10390,2025-04-08,Riyadh,Sports,Dumbbell Set,5,286.18,1430.9,600.14,Online
11331,2025-09-13,  MADINAH  ,Clothing,Wool Scarf,6,,432.24,147.86,Online
12051,2026-01-07,Jeddah,Clothing,Wool Scarf,2,84.38,168.76,54.12,Retail
11273,2025-09-02,Madinah,Home & Kitchen,Vacuum Cleaner,5,683.32,3416.6,1179.62,Wholesale
11754,2025-11-22,Madinah,Electronics,Smart Watch,2,391.6,783.2,303.0,Online
10767,2025-06-10,  DAMMAM  ,Electronics,Power Bank,6,89.83,538.98,215.54,Online
11972,2025-12-25,,Electronics,Bluetooth Speaker,5,202.51,1012.55,427.57,Retail
13227,2026-07-27,Dammam,Clothing,Leather Belt,4,111.98,447.92,157.0,Retail
11301,2025-09-08,Makkah,Clothing,Denim Jacket,6,270.73,1624.38,599.96,
10092,2025-02-17,Makkah,Home & Kitchen,Blender,2,209.24,$418.48,119.75,Online
10898,2025-06-29,  MAKKAH  ,Home & Kitchen,Non-stick Pan Set,6,243.89,1463.34,SAR 635.98,Retail
13241,2026-07-29,Riyadh,Electronics,Power Bank,,85.58,256.74,73.78,Online
10102,2025-02-19,Dammam,Home & Kitchen,Blender,5,213.98,"$1,069.90",431.21,Retail
10009,2025-02-02,Dammam,electronics,Smart Watch,1,397.02,397.02,148.06,Wholesale
11428,2025-10-01,Riyadh,Electronics,Smart Watch,1,377.86,377.86,150.78,Retail
10468,2025-04-21,Dammam,Electronics,Bluetooth Speaker,1,216.86,216.86,83.72,Online
12570,2026-04-01,  DAMMAM  ,Sports,Sports Bottle,6,44.38,266.28,108.59,
10375,2025-04-06,Dammam,Beauty,Perfume,2,345.14,$690.28,200.19,Wholesale
12839,2026-05-19,Madinah,Clothing,Denim Jacket,5,273.42,1367.1,580.11,Retail
12227,2026-02-05,Dammam,Home & Kitchen,Vacuum Cleaner,5,545.0,2725.0,989.2,Online
11722,2025-11-17,Riyadh,Sports,Sports Bottle,1,38.87,38.87,15.0,Retail
10812,2025-06-17,Dammam,Clothing,Leather Belt,3,90.41,$271.23,91.86,Retail
10075,2025-02-13,Madinah,Beauty,Face Serum,5,124.14,620.7,189.8,Wholesale
10407,2025-04-11,Riyadh,Sports,Yoga Mat,5,84.26,421.3,166.24,Wholesale
12186,2026-01-31,Jeddah,Beauty,Hair Dryer,6,182.37,1094.22,379.77,Retail
10478,2025-04-22,Jeddah,Electronics,Smart Watch,3,398.63,"$1,195.89",528.2,Wholesale
11376,2025-09-22,Jeddah,Electronics,Bluetooth Speaker,1,197.89,197.89,79.74,Wholesale
13118,2026-07-10,Riyadh,Home & Kitchen,Blender,5,212.07,"$1,060.35",317.91,Online
10239,2025-03-14,Madinah,Sports,Cycling Helmet,4,184.63,738.52,SAR 296.16,Wholesale
12896,2026-05-27,Dammam,Clothing,Wool Scarf,6,90.24,$541.44,216.23,Retail
11656,2025-11-07,  RIYADH  ,Home & Kitchen,Blender,6,,1174.2,425.02,Online
12402,2026-03-06,  JEDDAH  ,home & kitchen,Air Fryer,1,316.84,316.84,96.63,Wholesale
11610,2025-10-30,Madinah,Electronics,Laptop Stand,4,69.51,278.04,98.31,Wholesale
11097,2025-08-03,Dammam,Home & Kitchen,Vacuum Cleaner,6,597.5,3585.0,1157.15,Retail
10717,2025-06-01,Jeddah,Electronics,Laptop Stand,4,70.35,$281.40,100.76,Online
12455,2026-03-14,Madinah,Home & Kitchen,Blender,2,209.77,$419.54,125.35,Online
10227,2025-03-12,  MADINAH  ,beauty,Hair Dryer,2,150.29,$300.58,99.86,Online
11969,2025-12-24,Dammam,Beauty,Skincare Set,3,265.0,795.0,333.89,Online
10006,2025-02-01,Riyadh,Beauty,Face Serum,3,143.43,$430.29,149.47,Retail
10681,2025-05-27,Riyadh,Clothing,Leather Belt,5,106.04,$530.20,164.09,Online
13059,2026-06-27,Riyadh,Clothing,Cotton T-Shirt,1,57.55,57.55,20.35,Wholesale
12635,2026-04-13,Riyadh,Clothing,Running Shoes,5,282.25,1411.25,455.97,Wholesale
11611,2025-10-31,Riyadh,Beauty,Hair Dryer,1,181.18,181.18,73.74,Wholesale
10620,2025-05-16,Riyadh,Home & Kitchen,Non-stick Pan Set,1,241.37,$241.37,80.9,Online
11175,2025-08-15,Dammam,clothing,Denim Jacket,5,227.03,1135.15,507.32,Wholesale
10378,2025-04-07,Makkah,Home & Kitchen,Blender,1,183.65,183.65,53.2,Wholesale
11502,2025-10-13,Jeddah,Home & Kitchen,Air Fryer,3,328.31,$984.93,413.46,Wholesale
10496,2025-04-25,Riyadh,Home & Kitchen,Vacuum Cleaner,5,560.38,2801.9,809.13,Wholesale
11531,2025-10-18,Jeddah,Beauty,Hair Dryer,,164.07,984.42,SAR 284.21,Wholesale
10374,2025-04-06,Dammam,Sports,Cycling Helmet,5,,994.2,SAR 316.65,
12735,2026-05-02,Dammam,Clothing,Denim Jacket,5,249.16,1245.8,386.4,Wholesale
11580,2025-10-26,  RIYADH  ,Electronics,Laptop Stand,4,63.89,255.56,82.42,Online
12644,2026-04-15,Makkah,Sports,Resistance Bands,4,67.11,268.44,95.3,Retail
12412,2026-03-07,Madinah,Sports,Resistance Bands,5,67.8,339.0,126.25,Wholesale
10614,2025-05-16,Dammam,Sports,Dumbbell Set,2,237.15,474.3,155.83,Online
10537,2025-05-02,Jeddah,Home & Kitchen,Non-stick Pan Set,,221.52,$664.56,251.97,Online
11571,2025-10-25,Dammam,Electronics,Smart Watch,4,452.25,1809.0,660.46,Wholesale
10793,2025-06-14,Riyadh,Home & Kitchen,Non-stick Pan Set,2,234.05,468.1,SAR 139.10,Online
12885,2026-05-26,Riyadh,Sports,Cycling Helmet,3,207.05,621.15,244.96,Wholesale
11907,2025-12-14,Makkah,Clothing,Denim Jacket,1,257.4,257.4,110.31,Retail
10829,2025-06-19,Riyadh,Home & Kitchen,Air Fryer,6,382.14,2292.84,979.51,Online
11916,2025-12-15,  JEDDAH  ,Electronics,Power Bank,6,82.99,497.94,201.47,Online
10428,2025-04-14,Makkah,Electronics,Wireless Earbuds,4,153.31,613.24,246.95,Wholesale
13107,2026-07-07,Makkah,Clothing,Denim Jacket,5,270.23,1351.15,512.9,Wholesale
11043,2025-07-24,Riyadh,Electronics,Wireless Earbuds,4,162.31,649.24,287.47,Retail
12567,2026-04-01,Dammam,Sports,Dumbbell Set,4,271.17,1084.68,357.89,Online
12723,2026-05-01,Makkah,Home & Kitchen,Vacuum Cleaner,1,594.64,$594.64,207.93,Wholesale
12877,2026-05-25,  DAMMAM  ,electronics,Wireless Earbuds,1,152.18,152.18,51.61,Online
12581,2026-04-03,  MADINAH  ,Beauty,Skincare Set,4,255.42,1021.68,SAR 350.27,Retail
12149,2026-01-24,  MAKKAH  ,Clothing,Running Shoes,,339.51,679.02,256.95,Wholesale
10809,2025-06-16,  MAKKAH  ,Electronics,Bluetooth Speaker,2,215.92,431.84,178.77,Online
11554,2025-10-22,Riyadh,Sports,Sports Bottle,1,38.64,38.64,15.51,Wholesale
10255,2025-03-18,  MAKKAH  ,Clothing,Wool Scarf,3,79.93,239.79,78.28,Wholesale
11905,2025-12-14,  MADINAH  ,Home & Kitchen,Coffee Maker,3,275.99,827.97,370.12,Wholesale
11581,2025-10-26,Madinah,Electronics,Power Bank,5,93.03,465.15,206.74,Wholesale
10177,2025-03-04,Riyadh,clothing,Running Shoes,1,278.58,278.58,105.42,Retail
10567,2025-05-07,Makkah,Beauty,Face Serum,1,133.31,133.31,43.43,Retail
